"x","y","year"
144.042916118538,-38.0145829774385,"2020"
144.042916118538,-37.7245829786056,"2020"
144.042916118538,-37.4112496465333,"2020"
144.044582785199,-38.1779163101145,"2025"
144.044582785199,-38.1195829770159,"2025"
144.044582785199,-38.1079163103962,"2010"
144.044582785199,-38.0295829773781,"2000"
144.044582785199,-38.0279163107182,"1995"
144.044582785199,-38.0262496440582,"1990"
144.044582785199,-38.0245829773983,"2000"
144.044582785199,-38.0162496440985,"2020"
144.046249451859,-38.1795829767744,"2020"
144.046249451859,-38.1779163101145,"2010"
144.046249451859,-38.1762496434545,"2010"
144.046249451859,-38.1345829769555,"1995"
144.046249451859,-38.0945829771165,"2020"
144.046249451859,-38.0295829773781,"2020"
144.046249451859,-38.0279163107182,"1995"
144.046249451859,-38.0262496440582,"1990"
144.046249451859,-38.0245829773983,"2010"
144.046249451859,-37.8979163112414,"2030"
144.047916118519,-38.1779163101145,"2025"
144.047916118519,-38.1012496437564,"2030"
144.047916118519,-38.0962496437765,"2020"
144.047916118519,-38.0945829771165,"2020"
144.047916118519,-38.0912496437966,"2015"
144.047916118519,-38.0245829773983,"2000"
144.047916118519,-37.6062496457485,"2025"
144.047916118519,-37.5529163126299,"2020"
144.049582785179,-38.4712496422673,"1990"
144.049582785179,-38.1079163103962,"2010"
144.049582785179,-38.0962496437765,"2020"
144.049582785179,-38.0945829771165,"2015"
144.049582785179,-38.0929163104566,"2020"
144.049582785179,-38.0912496437966,"2015"
144.049582785179,-38.0312496440381,"2015"
144.049582785179,-38.0245829773983,"2015"
144.049582785179,-38.0195829774184,"2020"
144.049582785179,-38.0162496440985,"2020"
144.049582785179,-38.0145829774385,"2020"
144.049582785179,-37.5545829792898,"2015"
144.049582785179,-37.4962496461913,"2015"
144.051249451839,-38.4712496422673,"2020"
144.051249451839,-38.1029163104163,"2005"
144.051249451839,-38.0945829771165,"2015"
144.051249451839,-38.0912496437966,"2010"
144.051249451839,-38.0195829774184,"2020"
144.051249451839,-38.0162496440985,"2020"
144.051249451839,-38.0145829774385,"2020"
144.051249451839,-37.9695829776196,"2025"
144.051249451839,-37.6062496457485,"2030"
144.051249451839,-37.5629163125896,"2005"
144.051249451839,-37.5612496459296,"2005"
144.051249451839,-37.5545829792898,"2005"
144.051249451839,-37.5529163126299,"2030"
144.051249451839,-37.506249646151,"2000"
144.051249451839,-37.4312496464528,"2020"
144.052916118499,-38.4695829756073,"2015"
144.052916118499,-38.2812496430319,"2005"
144.052916118499,-38.1045829770763,"1985"
144.052916118499,-38.1029163104163,"1975"
144.052916118499,-38.1012496437564,"2020"
144.052916118499,-38.0962496437765,"2020"
144.052916118499,-38.0295829773781,"2000"
144.052916118499,-38.0279163107182,"2010"
144.052916118499,-38.0195829774184,"2020"
144.052916118499,-38.0162496440985,"2020"
144.052916118499,-37.6029163124286,"2025"
144.052916118499,-37.5545829792898,"1990"
144.052916118499,-37.5529163126299,"2030"
144.052916118499,-37.3729163133543,"2025"
144.054582785159,-38.2812496430319,"1995"
144.054582785159,-38.1045829770763,"1995"
144.054582785159,-38.1029163104163,"1980"
144.054582785159,-38.1012496437564,"1980"
144.054582785159,-38.0929163104566,"2015"
144.054582785159,-38.0295829773781,"1985"
144.054582785159,-37.8779163113219,"1990"
144.054582785159,-37.5412496460101,"2015"
144.054582785159,-37.3412496468151,"2020"
144.056249451819,-38.1045829770763,"1995"
144.056249451819,-38.1029163104163,"1985"
144.056249451819,-38.1012496437564,"1975"
144.056249451819,-38.0895829771367,"2000"
144.056249451819,-38.0312496440381,"2015"
144.056249451819,-38.0262496440582,"2015"
144.056249451819,-37.7345829785654,"2020"
144.056249451819,-37.7329163119054,"2020"
144.056249451819,-37.5162496461108,"2015"
144.056249451819,-37.4295829797929,"2025"
144.056249451819,-37.3612496467346,"2025"
144.056249451819,-37.3529163134348,"2025"
144.057916118479,-38.1045829770763,"1975"
144.057916118479,-38.1029163104163,"1975"
144.057916118479,-38.1012496437564,"1975"
144.057916118479,-38.0995829770964,"2020"
144.057916118479,-38.0945829771165,"2000"
144.057916118479,-38.0862496438167,"2020"
144.057916118479,-38.0829163104968,"2020"
144.057916118479,-38.0312496440381,"2010"
144.057916118479,-38.0262496440582,"2020"
144.057916118479,-38.0212496440783,"2020"
144.057916118479,-38.0195829774184,"2020"
144.057916118479,-37.5162496461108,"2025"
144.059582785139,-38.1062496437362,"2000"
144.059582785139,-38.1045829770763,"1975"
144.059582785139,-38.1029163104163,"1985"
144.059582785139,-38.1012496437564,"1980"
144.059582785139,-38.0912496437966,"2020"
144.059582785139,-38.0862496438167,"2020"
144.059582785139,-38.0829163104968,"2020"
144.059582785139,-38.036249644018,"2010"
144.059582785139,-38.0329163106981,"2010"
144.059582785139,-37.7345829785654,"2030"
144.059582785139,-37.7329163119054,"2025"
144.059582785139,-37.5929163124689,"1995"
