"suburb","pop_density","year"
"Whittlesea",47.03,2010
"Wild Dog Valley",4.23,2010
"Wildwood",7.95,2010
"Williams Landing",623.15,2010
"Williamstown",2373.75,2010
"Williamstown North",879.08,2010
"Willowmavin",4.1,2010
"Wimbledon Heights",993.33,2010
"Winchelsea",8.19,2010
"Winchelsea South",3.54,2010
"Windsor",6656.62,2010
"Wollert",9.62,2010
"Wonga Park",175.11,2010
"Wonthaggi",92.03,2010
"Woodend",78.89,2010
"Woodend North",9.46,2010
"Woodleigh",4.71,2010
"Woodstock",7.1,2010
"Woolamai",5.43,2010
"Wooreen",4.9,2010
"Woori Yallock",115.65,2010
"Wurdiboluc",5.33,2010
"Wyndham Vale",438.28,2010
"Yallambie",1439.91,2010
"Yan Yean",9.84,2010
"Yandoit",4.41,2010
"Yandoit Hills",1.96,2010
"Yannathan",5.96,2010
"Yarra Glen",76.51,2010
"Yarra Junction",140.62,2010
"Yarrambat",101.51,2010
"Yarraville",2541.61,2010
"Yea",8.79,2010
"Yellingbo",12.76,2010
"Yendon",12.87,2010
"Yering",6.53,2010
"Yuroke",4.54,2010
"Abbotsford",3017.91,2015
"Aberfeldie",2505.92,2015
"Acheron",2.18,2015
"Ada",0,2015
"Adams Estate",106.97,2015
"Aintree",22.97,2015
"Aireys Inlet",39.77,2015
"Airport West",1847.36,2015
"Albanvale",2849.25,2015
"Albert Park",2546.33,2015
"Albion",1847.48,2015
"Alexandra",33.27,2015
"Allambee",2.4,2015
"Almurta",3.21,2015
"Alphington",1862.36,2015
"Altona",633.37,2015
"Altona Meadows",1855.11,2015
"Altona North",858.69,2015
"Anakie",4.14,2015
"Anderson",5.03,2015
"Anglesea",28.21,2015
"Arawata",6.17,2015
"Archies Creek",19,2015
"Ardeer",1504.89,2015
"Armadale",4350.79,2015
"Armstrong Creek",16.04,2015
"Arthurs Creek",12.31,2015
"Arthurs Seat",47.04,2015
"Ascot Vale",3792.67,2015
"Ashbourne",4.97,2015
"Ashburton",2720.09,2015
"Ashwood",2504.73,2015
"Aspendale",2306.44,2015
"Aspendale Gardens",2460.81,2015
"Athlone",5.13,2015
"Attwood",719.39,2015
"Avalon",5.68,2015
"Avondale Heights",2086.11,2015
"Avonsleigh",138.12,2015
"Bacchus Marsh",581.81,2015
"Badger Creek",157.66,2015
"Balaclava",7198.36,2015
"Ballan",19.97,2015
"Balliang",1.92,2015
"Balliang East",2.89,2015
"Balnarring",85.24,2015
"Balnarring Beach",259.19,2015
"Balwyn",3106.54,2015
"Balwyn North",2336.43,2015
"Bambra",2.65,2015
"Bamganie",1.74,2015
"Bangholme",35.46,2015
"Bannockburn",59.09,2015
"Barkstead",0.86,2015
"Barrabool",7.72,2015
"Barrys Reef",2.13,2015
"Barwon Heads",588.02,2015
"Basalt",1.68,2015
"Bass",7.17,2015
"Batesford",47.53,2015
"Baxter",232.87,2015
"Bayles",23.05,2015
"Baynton",0.98,2015
"Bayswater",1513.3,2015
"Bayswater North",1362.29,2015
"Beaconsfield",773.44,2015
"Beaconsfield Upper",112.54,2015
"Beaumaris",2563.5,2015
"Beenak",3.24,2015
"Belgrave",972.29,2015
"Belgrave Heights",610.55,2015
"Belgrave South",130.99,2015
"Bell Park",1915.75,2015
"Bell Post Hill",1004.49,2015
"Bellarine",11.03,2015
"Bellbrae",19.18,2015
"Bellfield",1958.58,2015
"Bells Beach",16.39,2015
"Belmont",1604.16,2015
"Bena",7.06,2015
"Bend of Islands",36.09,2015
"Benloch",4.97,2015
"Bentleigh",3519.09,2015
"Bentleigh East",3033,2015
"Beremboke",3.26,2015
"Berwick",1639.76,2015
"Beveridge",10.65,2015
"Big Hill",1.12,2015
"Big Pats Creek",8.09,2015
"Bittern",230.52,2015
"Black Rock",1937.05,2015
"Blackburn",2299.98,2015
"Blackburn North",2803.24,2015
"Blackburn South",3035.25,2015
"Blackwood",5.78,2015
"Blairgowrie",365.15,2015
"Blakeville",0.33,2015
"Blampied",4.22,2015
"Blind Bight",241.6,2015
"Bolinda",7.03,2015
"Bolwarrah",2,2015
"Bona Vista",9.29,2015
"Bonbeach",2217.96,2015
"Boneo",10.11,2015
"Bonnie Brook",11.25,2015
"Boonah",0.43,2015
"Boronia",1947.76,2015
"Botanic Ridge",337.93,2015
"Box Hill",2997.53,2015
"Box Hill North",2955.71,2015
"Box Hill South",2417,2015
"Braeside",6.39,2015
"Brandy Creek",10.3,2015
"Bravington",14.03,2015
"Braybrook",2220.04,2015
"Breakwater",298.02,2015
"Breamlea",30.37,2015
"Briar Hill",2522.87,2015
"Brighton",2711.09,2015
"Brighton East",2991.46,2015
"Broadford",42.14,2015
"Broadmeadows",1419.72,2015
"Brookfield",730.63,2015
"Brooklyn",330.98,2015
"Brunswick",4863.45,2015
"Brunswick East",4387.6,2015
"Brunswick West",4536.7,2015
"Buckley",3.82,2015
"Buffalo",2.51,2015
"Bulla",21.38,2015
"Bullarook",5.22,2015
"Bullarto",4.93,2015
"Bullarto South",3.11,2015
"Bulleen",1734.09,2015
"Bullengarook",9.63,2015
"Buln Buln",30.41,2015
"Buln Buln East",8.08,2015
"Bunding",5.45,2015
"Bundoora",1751.33,2015
"Bungal",1.63,2015
"Bungaree",10.98,2015
"Bunyip",102.37,2015
"Bunyip North",8.6,2015
"Burnley",786.33,2015
"Burnside",2892.68,2015
"Burnside Heights",4435.42,2015
"Burwood",2404.08,2015
"Burwood East",2560.71,2015
"Buxton",8.31,2015
"Bylands",6.04,2015
"Cadello",5.92,2015
"Cairnlea",4543.42,2015
"Calder Park",16.1,2015
"Caldermeade",5.08,2015
"Cambarville",0.02,2015
"Camberwell",2904.44,2015
"Campbellfield",477.26,2015
"Campbelltown",0.91,2015
"Cannons Creek",83.78,2015
"Canterbury",2639.82,2015
"Cape Paterson",51.57,2015
"Cape Schanck",14,2015
"Cape Woolamai",267.6,2015
"Capel Sound",1034.35,2015
"Cardinia",14.85,2015
"Carlsruhe",7.78,2015
"Carlton",9728.82,2015
"Carlton North",4048.13,2015
"Carnegie",4610.99,2015
"Caroline Springs",4473.1,2015
"Carrum",2589.87,2015
"Carrum Downs",1077.92,2015
"Castella",10.95,2015
"Catani",9.27,2015
"Cathkin",0.91,2015
"Caulfield",3690.07,2015
"Caulfield East",1146.89,2015
"Caulfield North",3799.09,2015
"Caulfield South",3730.05,2015
"Ceres",21.64,2015
"Chadstone",2777.25,2015
"Charlemont",41.58,2015
"Chelsea",3033.83,2015
"Chelsea Heights",1870.86,2015
"Cheltenham",2076.01,2015
"Cherokee",4.5,2015
"Chintin",3.9,2015
"Chirnside Park",437.89,2015
"Christmas Hills",7.36,2015
"Chum Creek",44.59,2015
"Churchill Island",3.06,2015
"Clarendon",6.82,2015
"Claretown",4.35,2015
"Clarinda",2099.71,2015
"Clarkefield",3.84,2015
"Clarkes Hill",5.64,2015
"Clayton",2171.28,2015
"Clayton South",1508.16,2015
"Clematis",220.94,2015
"Clifton Hill",4011.46,2015
"Clifton Springs",1323.8,2015
"Clonbinane",1.55,2015
"Cloverlea",9.12,2015
"Clyde",27.46,2015
"Clyde North",69.93,2015
"Clydesdale",3.33,2015
"Cobaw",6.89,2015
"Cobblebank",31.84,2015
"Coburg",3938.12,2015
"Coburg North",1491,2015
"Cockatoo",169.22,2015
"Cocoroc",0.01,2015
"Coimadai",6.79,2015
"Colbrook",2.43,2015
"Coldstream",42.08,2015
"Collingwood",5793.89,2015
"Connewarre",9.34,2015
"Coolaroo",1259.72,2015
"Coomoora",31.97,2015
"Cora Lynn",11.47,2015
"Corinella",53.02,2015
"Corio",849.07,2015
"Coronet Bay",157.64,2015
"Cottles Bridge",34.8,2015
"Cowes",233.64,2015
"Craigieburn",1228.18,2015
"Cranbourne",1378.24,2015
"Cranbourne East",982.15,2015
"Cranbourne North",1761.61,2015
"Cranbourne South",105.98,2015
"Cranbourne West",1021.09,2015
"Cremorne",2945.85,2015
"Crib Point",467.98,2015
"Crossover",13.09,2015
"Croydon",1809.06,2015
"Croydon Hills",2352.2,2015
"Croydon North",2047.5,2015
"Croydon South",1926.05,2015
"Curlewis",14.46,2015
"Dales Creek",235.98,2015
"Dallas",2839.36,2015
"Dalmore",13,2015
"Dalyston",23.42,2015
"Dandenong",2470.33,2015
"Dandenong North",2413.21,2015
"Dandenong South",22.7,2015
"Darley",324.89,2015
"Darnum",19.28,2015
"Darraweit Guim",6.65,2015
"Daylesford",75.34,2015
"Dean",5.44,2015
"Deanside",41.65,2015
"Deepdene",2455.52,2015
"Deer Park",2278.01,2015
"Delahey",2560.11,2015
"Denver",8.81,2015
"Derrimut",569.57,2015
"Devils River",0.49,2015
"Devon Meadows",80.06,2015
"Dewhurst",23.11,2015
"Diamond Creek",690.64,2015
"Diggers Rest",36.89,2015
"Dingley Village",1362.45,2015
"Dixons Creek",7.79,2015
"Docklands",6206.86,2015
"Don Valley",40.17,2015
"Doncaster",2225.8,2015
"Doncaster East",2586.59,2015
"Donnybrook",5.43,2015
"Donvale",1073.52,2015
"Doreen",581.68,2015
"Doveton",2195.75,2015
"Dromana",180.21,2015
"Drouin",213.5,2015
"Drouin East",26.51,2015
"Drouin South",9.63,2015
"Drouin West",17.22,2015
"Drumcondra",2584.82,2015
"Drummond",6.26,2015
"Drummond North",5.71,2015
"Dry Diggings",2.77,2015
"Drysdale",109.39,2015
"Dunnstown",12.04,2015
"Durdidwarrah",1.24,2015
"Eaglemont",1898.76,2015
"East Geelong",1226.13,2015
"East Melbourne",3189.55,2015
"East Warburton",4.99,2015
"Eastern View",1.64,2015
"Eden Park",53.66,2015
"Edgecombe",13.62,2015
"Edithvale",2854.73,2015
"Eganstown",5.67,2015
"Eildon",1.89,2015
"Elaine",2.11,2015
"Elevated Plains",6.4,2015
"Elizabeth Island",0,2015
"Ellinbank",11.78,2015
"Elsternwick",4030.04,2015
"Eltham",1139.39,2015
"Eltham North",1771.15,2015
"Elwood",6223.03,2015
"Emerald",124.95,2015
"Endeavour Hills",1698.02,2015
"Epping",951.99,2015
"Essendon",3280.33,2015
"Essendon Fields",34.29,2015
"Essendon North",2969.59,2015
"Essendon West",1421.6,2015
"Eumemmerring",1992.93,2015
"Exford",12.27,2015
"Eynesbury",13.03,2015
"Fairbank",4.04,2015
"Fairfield",1763.87,2015
"Fairhaven",64.93,2015
"Fawcett",0.92,2015
"Fawkner",2587.36,2015
"Fern Hill",5.66,2015
"Ferndale",3.44,2015
"Fernshaw",0,2015
"Ferntree Gully",1930.72,2015
"Ferny Creek",353.49,2015
"Fieldstone",3.05,2015
"Fingal",20.94,2015
"Fiskville",2.79,2015
"Fitzroy",7527.28,2015
"Fitzroy North",4906.03,2015
"Flemington",2969.28,2015
"Flinders",16.03,2015
"Flowerdale",4.69,2015
"Footscray",2928.2,2015
"Forbes",4.28,2015
"Forest Hill",2603.89,2015
"Franklinford",2.5,2015
"Frankston",1854.1,2015
"Frankston North",1140.33,2015
"Frankston South",1265.96,2015
"Fraser Rise",40.82,2015
"French Island",0.75,2015
"Freshwater Creek",9.53,2015
"Fryerstown",5.67,2015
"Fyansford",14.62,2015
"Gainsborough",12.89,2015
"Gardenvale",3768.84,2015
"Garfield",68.52,2015
"Garfield North",12.02,2015
"Geelong",1484.45,2015
"Geelong West",3069.33,2015
"Gembrook",11.27,2015
"Gentle Annie",0,2015
"Gherang",12.92,2015
"Gheringhap",5.65,2015
"Ghin Ghin",0.61,2015
"Gilderoy",6.08,2015
"Gisborne",84.69,2015
"Gisborne South",49.66,2015
"Gladstone Park",2370.42,2015
"Gladysdale",18.35,2015
"Glen Alvie",6.68,2015
"Glen Forbes",7.26,2015
"Glen Huntly",5790.96,2015
"Glen Iris",3124.23,2015
"Glen Waverley",2471.93,2015
"Glenaroua",1.28,2015
"Glenburn",2.29,2015
"Glenluce",1.93,2015
"Glenlyon",4.96,2015
"Glenmore",1.53,2015
"Glenroy",2385.92,2015
"Gnarwarre",3.49,2015
"Goldie",5.12,2015
"Gordon",22.77,2015
"Gowanbrae",2330.6,2015
"Grangefields",16.75,2015
"Grantville",49.11,2015
"Greendale",11.43,2015
"Greenhill",6.11,2015
"Greensborough",2105.69,2015
"Greenvale",461.65,2015
"Grovedale",2338.39,2015
"Gruyere",15.76,2015
"Guildford",7.63,2015
"Guys Hill",126.78,2015
"Hadfield",2032.67,2015
"Hallam",1390.19,2015
"Hallora",6.9,2015
"Hallston",3.34,2015
