"suburb","built_up","year"
"Mount Dandenong",95.53,2025
"Mount Doran",82.76,2025
"Mount Duneed",133.08,2025
"Mount Eccles",24.56,2025
"Mount Eccles South",21.97,2025
"Mount Egerton",43.9,2025
"Mount Eliza",947.85,2025
"Mount Evelyn",471.7,2025
"Mount Franklin",18.52,2025
"Mount Macedon",70.78,2025
"Mount Martha",794.98,2025
"Mount Moriac",36.59,2025
"Mount Prospect",20.86,2025
"Mount Toolebewong",7.3,2025
"Mount Wallace",11.09,2025
"Mount Waverley",1861.82,2025
"Mountain View",27.32,2025
"Moyarra",35.63,2025
"Mulgrave",1950.49,2025
"Murgheboluc",18.39,2025
"Murrindindi",2.69,2025
"Murrumbeena",2207.01,2025
"Musk",69.5,2025
"Musk Vale",75.93,2025
"Myrniong",24.51,2025
"Nangana",29.84,2025
"Nar Nar Goon",89.79,2025
"Nar Nar Goon North",66.91,2025
"Narbethong",4.5,2025
"Narre Warren",1728.15,2025
"Narre Warren East",170.28,2025
"Narre Warren North",533.36,2025
"Narre Warren South",1680.97,2025
"Nayook",25.98,2025
"Neerim",58.77,2025
"Neerim East",9.45,2025
"Neerim Junction",40.91,2025
"Neerim North",16.09,2025
"Neerim South",55.37,2025
"Nerrena",33,2025
"New Gisborne",208.37,2025
"Newbury",45.43,2025
"Newcomb",1662.27,2025
"Newham",51.11,2025
"Newhaven",285.82,2025
"Newlyn",36.7,2025
"Newlyn North",41.04,2025
"Newport",2033.78,2025
"Newtown",1990.34,2025
"Niddrie",2207.42,2025
"Nilma",198.04,2025
"Nilma North",65.83,2025
"Noble Park",2289.5,2025
"Noble Park North",2154.44,2025
"Noojee",5.84,2025
"Norlane",2378.21,2025
"North Blackwood",20.16,2025
"North Geelong",2035.89,2025
"North Melbourne",2311.89,2025
"North Shore",1574.61,2025
"North Warrandyte",241.84,2025
"North Wonthaggi",396.16,2025
"Northcote",2384.05,2025
"Notting Hill",2330.91,2025
"Nulla Vale",6.77,2025
"Nunawading",1958.7,2025
"Nutfield",60.27,2025
"Nyora",66.58,2025
"Oak Park",2196.44,2025
"Oaklands Junction",59.35,2025
"Oakleigh",2280.27,2025
"Oakleigh East",2249.53,2025
"Oakleigh South",1526.67,2025
"Ocean Grove",1165.12,2025
"Officer",495.39,2025
"Officer South",25.21,2025
"Olinda",68.59,2025
"Ormond",2319.05,2025
"Outtrim",26.12,2025
"Pakenham",602.44,2025
"Pakenham South",69.13,2025
"Pakenham Upper",99.33,2025
"Panton Hill",122.73,2025
"Paraparap",22.67,2025
"Park Orchards",450.06,2025
"Parkdale",2485.47,2025
"Parkville",1257.85,2025
"Parwan",20.44,2025
"Pascoe Vale",2308.24,2025
"Pascoe Vale South",2212.4,2025
"Pastoria",11.36,2025
"Pastoria East",9.67,2025
"Patterson Lakes",1549.15,2025
"Pearcedale",297.27,2025
"Pentland Hills",35.23,2025
"Pheasant Creek",36.06,2025
"Piedmont",55.13,2025
"Pioneer Bay",1922.17,2025
"Pipers Creek",32.67,2025
"Plenty",339.99,2025
"Plumpton",37.63,2025
"Point Cook",1145.24,2025
"Point Leo",180.89,2025
"Point Lonsdale",519.1,2025
"Point Wilson",6,2025
"Poowong",52.5,2025
"Poowong East",22.39,2025
"Poowong North",36.53,2025
"Porcupine Ridge",21.85,2025
"Port Melbourne",1971.99,2025
"Portarlington",385.11,2025
"Portsea",529.9,2025
"Pound Creek",22.34,2025
"Powelltown",8.69,2025
"Prahran",2646.69,2025
"Preston",2430.61,2025
"Princes Hill",2313.4,2025
"Pyalong",21.66,2025
"Quandong",2.73,2025
"Queenscliff",1006.32,2025
"Queensferry",81.52,2025
"Ranceby",20.35,2025
"Ravenhall",648.42,2025
"Red Hill",109.2,2025
"Red Hill South",127.79,2025
"Reedy Creek",13.76,2025
"Reefton",0.67,2025
"Research",377.01,2025
"Reservoir",2217.25,2025
"Rhyll",127.5,2025
"Richmond",2545.25,2025
"Riddells Creek",133.24,2025
"Ringwood",1717.12,2025
"Ringwood East",1637.3,2025
"Ringwood North",1273.87,2025
"Ripplebrook",51.59,2025
"Rippleside",2136.37,2025
"Ripponlea",2098.97,2025
"Rochford",26.82,2025
"Rockbank",194.04,2025
"Rocklyn",23.97,2025
"Rokeby",104.7,2025
"Romsey",113.25,2025
"Rosanna",1844,2025
"Rosebud",1237.72,2025
"Rowsley",26.14,2025
"Rowville",1326.1,2025
"Roxburgh Park",1856.97,2025
"Rubicon",1.63,2025
"Ruby",46.93,2025
"Russells Bridge",31.53,2025
"Ryanston",24.54,2025
"Rye",1326.83,2025
"Rythdale",65.85,2025
"Safety Beach",1356.93,2025
"Sailors Falls",30.87,2025
"Sailors Hill",137.02,2025
"San Remo",184.55,2025
"Sandhurst",999.6,2025
"Sandon",12.25,2025
"Sandringham",2057.51,2025
"Sassafras",132.99,2025
"Scoresby",1162.81,2025
"Seabrook",2288.08,2025
"Seaford",1619.95,2025
"Seaholme",1832.84,2025
"Seaview",17.94,2025
"Seddon",2784.19,2025
"Selby",148.23,2025
"Seville",171.98,2025
"Seville East",143.56,2025
"She Oaks",27.63,2025
"Shelford",9.56,2025
"Shepherds Flat",20.04,2025
"Sherbrooke",40.65,2025
"Shoreham",106.49,2025
"Sidonia",6.5,2025
"Silvan",172.22,2025
"Silverleaves",556.8,2025
"Skye",453.91,2025
"Smeaton",19.33,2025
"Smiths Beach",1044.24,2025
"Smiths Gully",53.01,2025
"Somers",270.19,2025
"Somerton",1966.54,2025
"Somerville",454.36,2025
"Sorrento",1451.05,2025
"South Dudley",486.12,2025
"South Geelong",2220.63,2025
"South Kingsville",2157.84,2025
"South Melbourne",2614.77,2025
"South Morang",869.56,2025
"South Wharf",2253.23,2025
"South Yarra",2176.21,2025
"Southbank",2116.48,2025
"Spargo Creek",6.86,2025
"Spotswood",1683.09,2025
"Spring Hill",21.88,2025
"Springbank",21.61,2025
"Springfield",15.16,2025
"Springvale",1895.59,2025
"Springvale South",1848.43,2025
"St Albans",2348.07,2025
"St Albans Park",1357.82,2025
"St Andrews",60.63,2025
"St Andrews Beach",824.57,2025
"St Clair",22.2,2025
"St Helena",1254.46,2025
"St Kilda",2115.03,2025
"St Kilda East",2367.57,2025
"St Kilda West",2006.41,2025
"St Leonards",275.3,2025
"Staughton Vale",13.57,2025
"Steels Creek",25.39,2025
"Steiglitz",8.06,2025
"Stonehaven",19.24,2025
"Strangways",33.92,2025
"Strath Creek",10.03,2025
"Strathewen",22.35,2025
"Strathlea",7.81,2025
"Strathmore",1875.69,2025
"Strathmore Heights",1093.24,2025
"Strathtulloh",171.68,2025
"Strzelecki",18.62,2025
"Sugarloaf Creek",19.91,2025
"Summerlands",56.73,2025
"Sunbury",327.17,2025
"Sunday Creek",97.77,2025
"Sunderland Bay",642.76,2025
"Sunset Strip",1754.33,2025
"Sunshine",2148.14,2025
"Sunshine North",1946.13,2025
"Sunshine West",2315.66,2025
"Surf Beach",604.17,2025
"Surrey Hills",2050.26,2025
"Sutherlands Creek",27.99,2025
"Swan Bay",13.54,2025
"Swan Island",113.45,2025
"Sydenham",2189.63,2025
"Taggerty",10.5,2025
"Tallarook",16.06,2025
"Tantaraboo",27.27,2025
"Taradale",46.25,2025
"Tarilta",14.41,2025
"Tarneit",751.44,2025
"Tarrawarra",23,2025
"Tarwin",13.97,2025
"Tarwin Lower",13.47,2025
"Taylor Bay",106.02,2025
"Taylors Hill",2356.22,2025
"Taylors Lakes",2025.26,2025
"Tecoma",517.43,2025
"Teesdale",72.2,2025
"Templestowe",855.35,2025
"Templestowe Lower",1712.08,2025
"Tenby Point",335.34,2025
"Tetoora Road",39.38,2025
"The Basin",599.52,2025
"The Gurdies",46.31,2025
"The Patch",249.21,2025
"Thomastown",2256.69,2025
"Thomson",2215.84,2025
"Thornbury",2385.36,2025
"Thornhill Park",112.66,2025
"Thornton",19.72,2025
"Three Bridges",9.36,2025
"Tonimbuk",31.25,2025
"Toolangi",6.28,2025
"Toolern Vale",44.62,2025
"Tooradin",154.31,2025
"Toorak",2246.63,2025
"Tootgarook",1974.93,2025
"Torquay",631.27,2025
"Torwood",40.22,2025
"Tottenham",2742.26,2025
"Travancore",1771.95,2025
"Trawool",8.76,2025
"Tremont",22.65,2025
"Trentham",54.07,2025
"Trentham East",22.04,2025
"Trida",11.62,2025
"Truganina",609.72,2025
"Tuerong",53.88,2025
"Tullamarine",2364.79,2025
"Tyaak",21.13,2025
"Tyabb",333.23,2025
"Tylden",34.04,2025
"Tylden South",21.23,2025
"Tynong",93.5,2025
"Tynong North",44.71,2025
"Upper Ferntree Gully",681.39,2025
"Upper Plenty",36.47,2025
"Upwey",546.83,2025
"Vaughan",25.03,2025
"Ventnor",90.68,2025
"Venus Bay",239.31,2025
"Vermont",1685.35,2025
"Vermont South",1457.68,2025
"Vervale",43.31,2025
"Viewbank",1073.84,2025
"Wallace",60,2025
"Wallan",182.74,2025
"Wallington",135.08,2025
"Wandana Heights",879.01,2025
"Wandin East",217.51,2025
"Wandin North",295.06,2025
"Wandong",84.57,2025
"Wantirna",1324.21,2025
"Wantirna South",1177.9,2025
"Warburton",14.65,2025
"Warneet",248.24,2025
"Warragul",450.41,2025
"Warragul South",50.83,2025
"Warragul West",80.09,2025
"Warrandyte",320,2025
"Warrandyte South",310.91,2025
"Warranwood",1012.64,2025
"Waterford Park",1079.84,2025
"Waterways",1151.86,2025
"Watsonia",1886.69,2025
"Watsonia North",2001.56,2025
"Watsons Creek",74.96,2025
"Wattle Bank",47.71,2025
"Wattle Glen",214.51,2025
"Waurn Ponds",297.6,2025
"Weir Views",270.37,2025
"Wensleydale",5.66,2025
"Werona",8.74,2025
"Werribee",1002.42,2025
"Werribee South",207.94,2025
"Wesburn",43.4,2025
"West Creek",24.52,2025
"West Footscray",2442.07,2025
"West Melbourne",1889.19,2025
"Westmeadows",1263.6,2025
"Whanregarwen",8.52,2025
"Wheatsheaf",39.79,2025
"Wheelers Hill",1518.54,2025
"Whitelaw",31.38,2025
"Whittington",2360.2,2025
"Whittlesea",81.44,2025
"Wild Dog Valley",18.4,2025
"Wildwood",27.24,2025
"Williams Landing",1455.5,2025
"Williamstown",1988.45,2025
"Williamstown North",1915.86,2025
"Willowmavin",17.42,2025
"Wimbledon Heights",1530.06,2025
"Winchelsea",29.24,2025
"Winchelsea South",23.7,2025
"Windsor",2745.37,2025
"Wollert",207.97,2025
"Wonga Park",246.26,2025
"Wonthaggi",206.73,2025
"Woodend",141.42,2025
"Woodend North",83.85,2025
"Woodleigh",26.25,2025
"Woodstock",36.62,2025
"Woolamai",26,2025
"Wooreen",22.35,2025
"Woori Yallock",137.29,2025
"Wurdiboluc",24.8,2025
"Wyndham Vale",503.72,2025
"Yallambie",1259.65,2025
"Yan Yean",34.47,2025
"Yandoit",30.41,2025
"Yandoit Hills",16.76,2025
"Yannathan",56.07,2025
"Yarra Glen",133.92,2025
"Yarra Junction",217.31,2025
"Yarrambat",255.17,2025
"Yarraville",2237.22,2025
"Yea",24.83,2025
"Yellingbo",36.88,2025
"Yendon",50.95,2025
"Yering",46.57,2025
"Yuroke",68.63,2025
"Abbotsford",2270.84,2030
"Aberfeldie",1983.28,2030
"Acheron",12.56,2030
"Ada",0,2030
"Adams Estate",317.32,2030
"Aintree",257.35,2030
"Aireys Inlet",121.41,2030
"Airport West",2295.83,2030
"Albanvale",2279.13,2030
"Albert Park",1505.57,2030
"Albion",1758.19,2030
"Alexandra",82.2,2030
"Allambee",11.84,2030
"Almurta",16.62,2030
"Alphington",1574.21,2030
"Altona",1306.06,2030
"Altona Meadows",1380.53,2030
"Altona North",1917.86,2030
"Anakie",41.98,2030
"Anderson",26.53,2030
"Anglesea",82.31,2030
"Arawata",22.18,2030
"Archies Creek",213.22,2030
"Ardeer",1772.39,2030
"Armadale",2471.74,2030
"Armstrong Creek",419.97,2030
"Arthurs Creek",46.94,2030
"Arthurs Seat",124.71,2030
"Ascot Vale",2177.46,2030
"Ashbourne",26.46,2030
"Ashburton",1826.21,2030
"Ashwood",1836.42,2030
"Aspendale",1864.05,2030
"Aspendale Gardens",1427.44,2030
"Athlone",36.04,2030
"Attwood",677.1,2030
"Avalon",91.79,2030
"Avondale Heights",1751.83,2030
"Avonsleigh",122.26,2030
"Bacchus Marsh",737.96,2030
"Badger Creek",165,2030
"Balaclava",2656.61,2030
"Ballan",57.65,2030
"Balliang",12.56,2030
"Balliang East",25.35,2030
"Balnarring",183.42,2030
"Balnarring Beach",658.4,2030
"Balwyn",2101.89,2030
"Balwyn North",1731.16,2030
"Bambra",18.57,2030
"Bamganie",13.16,2030
"Bangholme",274.42,2030
"Bannockburn",135.7,2030
"Barkstead",6.47,2030
"Barrabool",40.12,2030
"Barrys Reef",18.48,2030
"Barwon Heads",975.76,2030
"Basalt",11.34,2030
"Bass",41.94,2030
"Batesford",151.99,2030
"Baxter",449.94,2030
"Bayles",90.67,2030
"Baynton",8.84,2030
"Bayswater",2206.47,2030
"Bayswater North",1851,2030
"Beaconsfield",737.85,2030
"Beaconsfield Upper",188.01,2030
"Beaumaris",2097.26,2030
"Beenak",8.08,2030
"Belgrave",435.03,2030
"Belgrave Heights",385.25,2030
"Belgrave South",182.47,2030
"Bell Park",2440.28,2030
"Bell Post Hill",1035.39,2030
"Bellarine",93.49,2030
"Bellbrae",77.27,2030
"Bellfield",1806.22,2030
"Bells Beach",71.7,2030
"Belmont",1908.81,2030
"Bena",36.24,2030
"Bend of Islands",37.45,2030
"Benloch",17.2,2030
"Bentleigh",2446.07,2030
"Bentleigh East",2303.96,2030
"Beremboke",28.01,2030
"Berwick",1201.83,2030
"Beveridge",44.94,2030
"Big Hill",7.37,2030
"Big Pats Creek",19.58,2030
"Bittern",375.14,2030
"Black Rock",1638.38,2030
"Blackburn",1605.34,2030
"Blackburn North",1884.43,2030
"Blackburn South",1945.47,2030
"Blackwood",13.64,2030
"Blairgowrie",1628,2030
"Blakeville",1.96,2030
"Blampied",35.87,2030
"Blind Bight",304.32,2030
"Bolinda",44.33,2030
"Bolwarrah",8.21,2030
"Bona Vista",56.39,2030
"Bonbeach",1808.85,2030
"Boneo",87.7,2030
"Bonnie Brook",80.77,2030
"Boonah",1.96,2030
"Boronia",1584.35,2030
"Botanic Ridge",818.19,2030
"Box Hill",2012.28,2030
"Box Hill North",2000.02,2030
"Box Hill South",1845.87,2030
"Braeside",1319.32,2030
"Brandy Creek",74.89,2030
"Bravington",70,2030
"Braybrook",2150.72,2030
"Breakwater",1450.34,2030
"Breamlea",150.09,2030
"Briar Hill",1679.28,2030
"Brighton",2220.16,2030
"Brighton East",2145.92,2030
"Broadford",85.27,2030
"Broadmeadows",1871.37,2030
"Brookfield",881.47,2030
"Brooklyn",2132.65,2030
"Brunswick",2671.23,2030
"Brunswick East",2244.49,2030
"Brunswick West",2276.58,2030
"Buckley",17.2,2030
"Buffalo",19.33,2030
"Bulla",95.95,2030
"Bullarook",28.14,2030
"Bullarto",27.1,2030
"Bullarto South",10.19,2030
"Bulleen",1497.5,2030
"Bullengarook",35.27,2030
"Buln Buln",85.63,2030
"Buln Buln East",35.24,2030
"Bunding",20.35,2030
"Bundoora",1471.97,2030
"Bungal",7.9,2030
"Bungaree",54.18,2030
"Bunyip",238.74,2030
"Bunyip North",44.6,2030
"Burnley",745.65,2030
"Burnside",1506.7,2030
"Burnside Heights",1981.85,2030
"Burwood",1916.77,2030
"Burwood East",1994.28,2030
"Buxton",29.66,2030
"Bylands",14.27,2030
"Cadello",40.5,2030
"Cairnlea",1617.13,2030
"Calder Park",274.82,2030
"Caldermeade",32.22,2030
"Cambarville",0.02,2030
"Camberwell",2029.27,2030
"Campbellfield",2454.92,2030
"Campbelltown",8.58,2030
"Cannons Creek",176.68,2030
"Canterbury",2023.84,2030
"Cape Paterson",172.77,2030
"Cape Schanck",64.22,2030
"Cape Woolamai",639.5,2030
"Capel Sound",1613.37,2030
"Cardinia",81.02,2030
"Carlsruhe",44.05,2030
"Carlton",2586.97,2030
"Carlton North",1909.25,2030
"Carnegie",2423.6,2030
"Caroline Springs",1931.78,2030
"Carrum",2282.05,2030
"Carrum Downs",1303.12,2030
"Castella",35.05,2030
"Catani",68.98,2030
"Cathkin",5.76,2030
"Caulfield",2579.17,2030
"Caulfield East",1320.62,2030
"Caulfield North",2438.55,2030
"Caulfield South",2401.16,2030
"Ceres",69.19,2030
"Chadstone",2008.75,2030
"Charlemont",212.91,2030
"Chelsea",2384.17,2030
"Chelsea Heights",1664.17,2030
"Cheltenham",2145.47,2030
"Cherokee",18.1,2030
"Chintin",15.01,2030
"Chirnside Park",463.88,2030
"Christmas Hills",26.58,2030
"Chum Creek",76.24,2030
"Churchill Island",53.04,2030
"Clarendon",37.44,2030
"Claretown",38.56,2030
"Clarinda",1536.73,2030
"Clarkefield",20.31,2030
"Clarkes Hill",36.29,2030
"Clayton",2342.69,2030
"Clayton South",1797.95,2030
"Clematis",148.45,2030
"Clifton Hill",2039.94,2030
"Clifton Springs",1439.19,2030
"Clonbinane",5.86,2030
"Cloverlea",58.44,2030
"Clyde",178.34,2030
"Clyde North",531.73,2030
"Clydesdale",35.21,2030
"Cobaw",24.52,2030
"Cobblebank",297.38,2030
"Coburg",2313.47,2030
"Coburg North",1972.3,2030
"Cockatoo",116.56,2030
"Cocoroc",25.21,2030
"Coimadai",30.75,2030
"Colbrook",11.6,2030
"Coldstream",101.11,2030
"Collingwood",2844.8,2030
"Connewarre",54.24,2030
"Coolaroo",2235.85,2030
"Coomoora",105.08,2030
"Cora Lynn",73.86,2030
"Corinella",160.43,2030
"Corio",1254.88,2030
"Coronet Bay",464.96,2030
"Cottles Bridge",89.97,2030
"Cowes",701.56,2030
"Craigieburn",1185.28,2030
"Cranbourne",1208.18,2030
"Cranbourne East",1171.12,2030
"Cranbourne North",1586.3,2030
"Cranbourne South",301.63,2030
"Cranbourne West",1074.12,2030
"Cremorne",2666.75,2030
"Crib Point",597.76,2030
"Crossover",70.97,2030
"Croydon",1493.19,2030
"Croydon Hills",1348.13,2030
"Croydon North",1327.22,2030
"Croydon South",1779.57,2030
"Curlewis",209.19,2030
"Dales Creek",265.27,2030
"Dallas",2099.97,2030
"Dalmore",80.63,2030
"Dalyston",117.35,2030
"Dandenong",2126.27,2030
"Dandenong North",1648.33,2030
"Dandenong South",2157.09,2030
"Darley",408.97,2030
"Darnum",87.55,2030
"Darraweit Guim",18.62,2030
"Daylesford",195.21,2030
"Dean",30.83,2030
"Deanside",118.16,2030
"Deepdene",2001.42,2030
"Deer Park",1938.65,2030
"Delahey",1760.42,2030
"Denver",43.74,2030
"Derrimut",1924.2,2030
"Devils River",2.31,2030
"Devon Meadows",308.26,2030
"Dewhurst",78.2,2030
"Diamond Creek",592.3,2030
"Diggers Rest",105.94,2030
"Dingley Village",1373.16,2030
"Dixons Creek",42.35,2030
"Docklands",1761.6,2030
"Don Valley",60.1,2030
"Doncaster",1806.08,2030
"Doncaster East",1753.64,2030
"Donnybrook",31.28,2030
"Donvale",844.39,2030
"Doreen",606.11,2030
"Doveton",1832.7,2030
"Dromana",427.41,2030
"Drouin",329.84,2030
"Drouin East",89.4,2030
"Drouin South",58.97,2030
"Drouin West",86.75,2030
"Drumcondra",2520.59,2030
"Drummond",39.98,2030
"Drummond North",24.61,2030
"Dry Diggings",17.63,2030
"Drysdale",251.9,2030
"Dunnstown",60.9,2030
"Durdidwarrah",4.76,2030
"Eaglemont",1509.46,2030
"East Geelong",1460.85,2030
"East Melbourne",1473.17,2030
"East Warburton",7.72,2030
"Eastern View",8.04,2030
"Eden Park",146.61,2030
"Edgecombe",48.98,2030
"Edithvale",2279.59,2030
"Eganstown",38.98,2030
"Eildon",9.13,2030
"Elaine",14.1,2030
"Elevated Plains",87.11,2030
"Elizabeth Island",24.42,2030
"Ellinbank",70.16,2030
"Elsternwick",2506.7,2030
"Eltham",750.03,2030
"Eltham North",1083,2030
"Elwood",2232.69,2030
"Emerald",94.09,2030
"Endeavour Hills",1146.62,2030
"Epping",1093.15,2030
"Essendon",2273.37,2030
"Essendon Fields",1015.71,2030
"Essendon North",2051.67,2030
"Essendon West",1194.71,2030
"Eumemmerring",1667.37,2030
"Exford",75.64,2030
"Eynesbury",46.81,2030
"Fairbank",21,2030
"Fairfield",1376.54,2030
"Fairhaven",275.01,2030
"Fawcett",4.86,2030
"Fawkner",2108.65,2030
"Fern Hill",24.81,2030
"Ferndale",16.55,2030
"Fernshaw",0,2030
"Ferntree Gully",1696.17,2030
"Ferny Creek",225.12,2030
"Fieldstone",73.09,2030
"Fingal",167.06,2030
"Fiskville",19.23,2030
"Fitzroy",2666.82,2030
"Fitzroy North",2400.19,2030
"Flemington",1573.92,2030
"Flinders",82.98,2030
"Flowerdale",12.63,2030
"Footscray",2151.45,2030
"Forbes",19.1,2030
"Forest Hill",1832.85,2030
"Franklinford",16.38,2030
"Frankston",1770.27,2030
"Frankston North",1061.33,2030
"Frankston South",1163.29,2030
"Fraser Rise",447.47,2030
"French Island",6.22,2030
"Freshwater Creek",45.38,2030
"Fryerstown",30.29,2030
"Fyansford",89.83,2030
"Gainsborough",67.99,2030
"Gardenvale",2363.69,2030
"Garfield",183.94,2030
"Garfield North",55.76,2030
"Geelong",2481.39,2030
"Geelong West",2865.25,2030
"Gembrook",18.36,2030
"Gentle Annie",0.11,2030
"Gherang",52.89,2030
"Gheringhap",37.33,2030
"Ghin Ghin",5.93,2030
"Gilderoy",18.66,2030
"Gisborne",161.58,2030
"Gisborne South",193.22,2030
"Gladstone Park",1880.01,2030
"Gladysdale",51.55,2030
"Glen Alvie",39.43,2030
"Glen Forbes",41.43,2030
"Glen Huntly",2341.72,2030
"Glen Iris",1899.62,2030
"Glen Waverley",1791.89,2030
"Glenaroua",6.46,2030
"Glenburn",11.61,2030
"Glenluce",5.24,2030
"Glenlyon",22.8,2030
"Glenmore",10.51,2030
"Glenroy",1812.58,2030
"Gnarwarre",23.17,2030
"Goldie",23.97,2030
"Gordon",86.49,2030
"Gowanbrae",1419.86,2030
"Grangefields",111.02,2030
"Grantville",128.33,2030
"Greendale",39.58,2030
"Greenhill",34.96,2030
"Greensborough",1485.8,2030
"Greenvale",581.85,2030
"Grovedale",2248.74,2030
"Gruyere",64.92,2030
"Guildford",29.45,2030
"Guys Hill",208.41,2030
"Hadfield",1790.82,2030
"Hallam",2055,2030
"Hallora",43.06,2030
"Hallston",18.36,2030
"Hamlyn Heights",1659.43,2030
"Hampton",2254.82,2030
"Hampton East",2235.69,2030
"Hampton Park",1395.62,2030
"Harkaway",172.57,2030
"Harkness",482.33,2030
"Harmers Haven",114.96,2030
"Hastings",694.59,2030
"Hawthorn",2119.42,2030
"Hawthorn East",2293.1,2030
"Healesville",71.45,2030
"Heath Hill",42.12,2030
"Heathcote Junction",118.66,2030
"Heatherton",794.24,2030
"Heathmont",1513.07,2030
"Heidelberg",1773.47,2030
"Heidelberg Heights",2221.88,2030
"Heidelberg West",2165.41,2030
"Hepburn",321.04,2030
"Hepburn Springs",265.59,2030
"Herne Hill",2302.47,2030
"Hesket",32.1,2030
"High Camp",9.27,2030
"Highett",2266.23,2030
"Highlands",8.5,2030
"Highton",1695.98,2030
"Hillside",1732.12,2030
"Hmas Cerberus",117.63,2030
"Hoddles Creek",47.23,2030
"Homewood",10.45,2030
"Hopetoun Park",303.04,2030
"Hoppers Crossing",2293.91,2030
"Howes Creek",15.31,2030
"Hughesdale",2371.63,2030
"Humevale",25.24,2030
"Huntingdale",2646.77,2030
"Hurstbridge",213.49,2030
"Indented Head",913.83,2030
"Ingliston",9.54,2030
"Inverleigh",25.71,2030
"Inverloch",136.67,2030
"Iona",62.26,2030
"Irishtown",13.37,2030
"Ivanhoe",1730.95,2030
"Ivanhoe East",1433.65,2030
"Jacana",1369.09,2030
"Jam Jerrup",43.49,2030
"Jan Juc",837.03,2030
"Jeetho",37.27,2030
"Jindivick",47.15,2030
"Jumbunna",46.72,2030
"Junction Village",791.39,2030
"Kalkallo",226.77,2030
"Kallista",97.52,2030
"Kalorama",93.54,2030
"Kangaroo Ground",116.54,2030
"Kardella",51.79,2030
"Kardella South",77.26,2030
"Kealba",1376.01,2030
"Keilor",702.49,2030
"Keilor Downs",1921.25,2030
"Keilor East",1512.57,2030
"Keilor Lodge",2024.99,2030
"Keilor North",99.78,2030
"Keilor Park",1604.86,2030
"Kensington",2378.61,2030
"Kernot",20.6,2030
"Kerrie",21.09,2030
"Kerrisdale",8.12,2030
"Kew",1692.97,2030
"Kew East",1208.41,2030
"Keysborough",1405.01,2030
"Kilcunda",88.62,2030
"Killingworth",19.74,2030
"Kilmore",195.53,2030
"Kilmore East",24.95,2030
"Kilsyth",1360.82,2030
"Kilsyth South",1148.19,2030
"Kinglake",26.16,2030
"Kinglake Central",35.36,2030
"Kinglake West",41.07,2030
"Kings Park",2437.67,2030
"Kingsbury",1952.89,2030
"Kingsville",2652.83,2030
"Knoxfield",1978.05,2030
"Kongwak",36.81,2030
"Koo Wee Rup",137.7,2030
"Koo Wee Rup North",70.45,2030
"Koonwarra",52.3,2030
"Kooroocheang",8.16,2030
"Koorooman",40.07,2030
"Kooyong",1385.14,2030
"Koriella",10.21,2030
"Korobeit",34.7,2030
"Korumburra",159.6,2030
"Korumburra South",37.73,2030
"Korweinguboora",33.41,2030
"Krowera",27.04,2030
"Kurunjang",1065.28,2030
"Kyneton",185.28,2030
"Kyneton South",27.06,2030
"Labertouche",51.63,2030
"Lake Eildon",1.04,2030
"Lal Lal",31.74,2030
"Lalor",2009.77,2030
"Lance Creek",38.39,2030
"Lancefield",59.01,2030
"Lang Lang",59.08,2030
"Lang Lang East",42.65,2030
"Langdons Hill",12.15,2030
"Langley",22.03,2030
"Langwarrin",837.58,2030
